id,email,first_name,last_name,country,city,industry,number_of_employees,annual_revenue,job_title,seniority,deal_stage,deal_type,pipeline,amount,close_date,inbound_source,deal_source_of_the_deal,lifecycle_stage,lead_status,has_meeting,meeting_count,days_to_demo
627,isabella.garcia38@telecomunicacionesgroup.com.ar,Isabella,García,Chile,Antofagasta,Telecomunicaciones,9831,399392072,Chief People Officer,C-Level / VP,champion engaged,New Business,Enterprise,29030,,LinkedIn,linkedin_paid_retargeting,sales qualified lead,open deal,false,0,
628,rodrigo.ramos3@logisticasrl.com.ar,Rodrigo,Ramos,Argentina,Córdoba,Logística,611,56899884,Benefits Coordinator,IC,approaching,New Business,Enterprise,,,Instagram,instagram_paid_stories,lead,open,false,0,
629,isabella.sanchez79@retailsolutions.cl,Isabella,Sánchez,Colombia,Cali,Retail,82,7009221,Payroll Manager,Manager,prequalified,New Business,Inbound,,,Event,event_webinar,marketing qualified lead,in progress,false,0,
630,laura.cabrera58@retailcorp.com,Laura,Cabrera,Colombia,Bogotá,Retail,198,4382957,HR Systems Architect,Technical,lost,New Business,Outbound,8080,2024-03-17,Google,google_paid_search,lead,unqualified,true,5,34
631,valeria.ortiz50@gmail.com,Valeria,Ortiz,Chile,Santiago,Alimentación,464,72128731,HR Generalist,IC,won,New Business,Partnerships,8466,2024-01-16,Referral,referral_organic,customer,open deal,true,7,28
632,elena.herrera45@gmail.com,Elena,Herrera,Chile,Valparaíso,Telecomunicaciones,81,6757320,HR Systems Architect,Technical,discovery,New Business,Inbound,,,Event,event_demo_day,marketing qualified lead,open,false,0,
633,gustavo.medina55@gmail.com,Gustavo,Medina,Colombia,Bogotá,Logística,3035,803370174,Training Manager,Manager,approaching,New Business,Enterprise,,,Google,google_paid_display,lead,new,false,0,
634,hernan.morales85@construccioncorp.com,Hernán,Morales,Argentina,Rosario,Construcción,72,6800290,Payroll Analyst,IC,won,New Business,Outbound,14026,2025-09-10,LinkedIn,linkedin_paid_conversion,customer,open deal,false,0,
635,valentina.medina11@telecomunicacionessrl.cl,Valentina,Medina,Brasil,São Paulo,Telecomunicaciones,10,3688942,People Operations Coordinator,IC,approaching,New Business,Inbound,,,Facebook,facebook_paid_retargeting,lead,open,false,0,
636,gabriela.morales50@alimentacioninc.co,Gabriela,Morales,Brasil,Rio de Janeiro,Alimentación,303,27179057,HR Manager,Manager,demo,New Business,Partnerships,8208,,Google,google_paid_display,sales qualified lead,open deal,false,0,
637,carolina.rojas5@finanzascorp.com,Carolina,Rojas,México,Monterrey,Finanzas,4364,740407559,People Operations Manager,Manager,lost,New Business,Enterprise,59408,2026-01-27,Referral,referral_organic,lead,bad timing,true,5,30
638,diego.cruz43@gmail.com,Diego,Cruz,Argentina,Córdoba,Logística,396,36540914,HR Business Partner,Manager,pilot,New Business,Partnerships,6428,2024-01-31,LinkedIn,linkedin_paid_conversion,opportunity,open deal,true,1,14
639,gabriela.castro85@logisticasa.com,Gabriela,Castro,Brasil,Curitiba,Logística,359,43042482,People Operations Manager,Manager,approaching,New Business,Partnerships,,,Instagram,instagram_paid_feed,lead,new,false,0,
640,patricia.perez83@gmail.com,Patricia,Pérez,Brasil,Porto Alegre,Tecnología,3808,923032763,Organizational Development Specialist,Technical,pilot,New Business,Outbound,37808,2026-12-06,Referral,referral_organic,opportunity,open deal,false,0,
641,patricia.diaz13@saludsolutions.com.ar,Patricia,Díaz,Colombia,Cali,Salud,391,34986248,Training Manager,Manager,discovery,New Business,Outbound,,,LinkedIn,linkedin_paid_retargeting,marketing qualified lead,open,false,0,
642,daniela.navarro9@retailinc.com,Daniela,Navarro,Argentina,Córdoba,Retail,117,19446978,HR Assistant,IC,lost,New Business,Inbound,12049,2024-07-23,LinkedIn,linkedin_paid_retargeting,lead,unqualified,true,3,6
643,camila.medina7@construccionsa.cl,Camila,Medina,Colombia,Cali,Construcción,4656,885665188,HR Assistant,IC,lead,New Business,Enterprise,,,Event,event_demo_day,lead,new,false,0,
644,fernando.castro78@logisticasrl.cl,Fernando,Castro,Chile,Santiago,Logística,1949,336843635,Organizational Development Specialist,Technical,lost,New Business,Outbound,28724,2024-02-21,Event,event_webinar,lead,unqualified,true,4,29
645,roberto.romero45@saludsrl.cl,Roberto,Romero,España,Barcelona,Salud,6777,805602582,Compensation & Benefits Manager,Manager,decision maker engaged,New Business,Enterprise,24912,2026-09-29,Instagram,instagram_paid_feed,sales qualified lead,open deal,false,0,
646,jimena.diaz77@saludgroup.com.ar,Jimena,Díaz,Argentina,Mendoza,Salud,273,58394849,HR Director,Manager,prequalified,New Business,Partnerships,,,Instagram,instagram_paid_stories,marketing qualified lead,in progress,false,0,
647,gabriela.navarro10@gmail.com,Gabriela,Navarro,Argentina,Córdoba,Alimentación,125,11912583,HR Generalist,IC,won,New Business,Inbound,9334,2026-12-10,Instagram,instagram_paid_feed,customer,open deal,true,2,9
648,miguel.rodriguez49@educacioncorp.cl,Miguel,Rodríguez,Chile,Valparaíso,Educación,408,26207053,Recruiter,IC,decision maker engaged,New Business,Inbound,8054,2026-12-02,Instagram,instagram_paid_stories,sales qualified lead,open deal,true,3,32
649,paola.ortiz31@retailsrl.cl,Paola,Ortiz,Argentina,Córdoba,Retail,376,27839474,HR Systems Architect,Technical,won,New Business,Outbound,13853,2024-12-28,Event,event_webinar,customer,open deal,false,0,
650,veronica.perez25@outlook.com,Verónica,Pérez,Chile,La Serena,Tecnología,675,100243097,Chief People Officer,C-Level / VP,demo,New Business,Outbound,90752,,LinkedIn,linkedin_paid_retargeting,sales qualified lead,open deal,true,5,16
651,miguel.herrera37@alimentacionsrl.mx,Miguel,Herrera,México,Ciudad de México,Alimentación,999,129642255,Operations Manager,Manager,decision maker engaged,New Business,Outbound,10998,2026-09-28,Google,google_paid_performance_max,sales qualified lead,open deal,true,3,8
652,andres.lopez9@gmail.com,Andrés,López,Brasil,Belo Horizonte,Tecnología,48,2552925,VP of Human Resources,C-Level / VP,decision maker engaged,New Business,Partnerships,44534,2026-02-20,LinkedIn,linkedin_paid_retargeting,sales qualified lead,open deal,true,3,9
653,eduardo.gonzalez47@saludcorp.co,Eduardo,González,Argentina,Buenos Aires,Salud,300,52834097,Payroll Manager,Manager,pilot,New Business,Outbound,5308,2026-08-06,Facebook,facebook_paid_lookalike,opportunity,open deal,true,5,36
654,elena.martinez47@outlook.com,Elena,Martínez,Chile,Concepción,Finanzas,10,1513943,HR Business Partner,Manager,final negotiation,New Business,Outbound,5404,2025-06-23,Google,google_paid_search,opportunity,open deal,false,0,
655,monica.romero99@telecomunicacionesgroup.cl,Monica,Romero,Chile,Santiago,Telecomunicaciones,9875,261236935,COO,C-Level / VP,discovery,New Business,Outbound,,,Google,google_paid_performance_max,marketing qualified lead,open,true,2,7
656,luis.romero81@educacionsa.co,Luis,Romero,México,Tijuana,Educación,890,124341151,People Operations Coordinator,IC,won,New Business,Enterprise,24324,2024-09-13,Instagram,instagram_paid_reels,customer,open deal,true,5,2
657,javier.ruiz43@gmail.com,Javier,Ruiz,Colombia,Cali,Logística,384,67850939,HR Generalist,IC,demo,New Business,Outbound,8488,,Facebook,facebook_paid_retargeting,sales qualified lead,open deal,false,0,
658,monica.cabrera50@retailsa.com,Monica,Cabrera,Argentina,Tucumán,Retail,57,17196652,Organizational Development Specialist,Technical,won,New Business,Outbound,13744,2026-01-17,Facebook,facebook_paid_retargeting,customer,open deal,true,7,14
659,valeria.rivera90@gmail.com,Valeria,Rivera,España,Madrid,Retail,107,4732881,HR Generalist,IC,discovery,New Business,Inbound,,,Instagram,instagram_paid_reels,marketing qualified lead,open,false,0,
660,natalia.hernandez90@tecnologiagroup.com.ar,Natalia,Hernández,Colombia,Barranquilla,Tecnología,33,624000,HR Analyst,IC,demo,New Business,Partnerships,5272,,Event,event_webinar,sales qualified lead,open deal,false,0,
661,elena.herrera49@retailgroup.com.ar,Elena,Herrera,Perú,Piura,Retail,13,1757160,Payroll Manager,Manager,decision maker engaged,New Business,Partnerships,10455,2026-11-12,Organic,organic_seo,sales qualified lead,open deal,false,0,
662,pablo.ramirez95@manufacturagroup.com,Pablo,Ramírez,España,Sevilla,Manufactura,2979,440213079,Workforce Manager,Manager,prequalified,New Business,Enterprise,,,Instagram,instagram_paid_feed,marketing qualified lead,in progress,true,3,30
663,gabriela.morales97@saludcorp.co,Gabriela,Morales,España,Madrid,Salud,57,6440872,Training Manager,Manager,prequalified,New Business,Inbound,,,Referral,referral_organic,marketing qualified lead,in progress,false,0,
664,laura.alvarez24@construccionsolutions.mx,Laura,Álvarez,España,Valencia,Construcción,5263,553358669,HR Business Partner,Manager,prequalified,New Business,Enterprise,,,Referral,referral_organic,marketing qualified lead,open,true,3,9
665,jimena.vega63@telecomunicacionestech.mx,Jimena,Vega,Brasil,Porto Alegre,Telecomunicaciones,316,76902818,HR Manager,Manager,pilot,New Business,Partnerships,3947,2026-04-11,Organic,organic_seo,opportunity,open deal,false,0,
666,andrea.rivera60@retailtech.co,Andrea,Rivera,Chile,Concepción,Retail,328,21350583,HR Coordinator,IC,final negotiation,New Business,Inbound,6971,2024-12-02,Facebook,facebook_paid_prospecting,opportunity,open deal,true,5,39
667,florencia.perez1@retailsa.mx,Florencia,Pérez,Brasil,Curitiba,Retail,263,12414869,People Analytics Specialist,Technical,pilot,New Business,Partnerships,10015,2026-05-20,Organic,organic_seo,opportunity,open deal,false,0,
668,nicolas.gutierrez44@logisticacorp.co,Nicolás,Gutiérrez,Colombia,Cali,Logística,44,2421927,Training Manager,Manager,lost,New Business,Inbound,10304,2026-11-01,Google,google_paid_performance_max,lead,bad timing,true,2,12
669,andrea.ortiz17@outlook.com,Andrea,Ortiz,México,Monterrey,Educación,5873,734353786,HR Coordinator,IC,demo,New Business,Outbound,19074,,LinkedIn,linkedin_paid_retargeting,sales qualified lead,open deal,true,4,21
670,daniela.herrera59@construcciontech.mx,Daniela,Herrera,España,Madrid,Construcción,625,97152405,Talent Acquisition Specialist,IC,demo,New Business,Outbound,9397,,Referral,referral_organic,sales qualified lead,open deal,true,1,26
671,diego.aguilar63@construccionsolutions.com.ar,Diego,Aguilar,Chile,Antofagasta,Construcción,106,12386819,HR Business Partner,Manager,champion engaged,New Business,Partnerships,10487,,LinkedIn,linkedin_paid_conversion,sales qualified lead,open deal,true,1,18
672,javier.morales71@tecnologiainc.co,Javier,Morales,Chile,Santiago,Tecnología,263,15160126,Founder & CEO,C-Level / VP,discovery,New Business,Inbound,,,Facebook,facebook_paid_prospecting,marketing qualified lead,in progress,false,0,
673,nicolas.diaz70@alimentacionsrl.com.ar,Nicolás,Díaz,España,Madrid,Alimentación,8952,463861229,Compensation & Benefits Manager,Manager,demo,New Business,Outbound,30580,,Instagram,instagram_paid_feed,sales qualified lead,open deal,true,5,8
674,santiago.rivera18@logisticagroup.co,Santiago,Rivera,Perú,Lima,Logística,419,65675090,Payroll Manager,Manager,final negotiation,New Business,Partnerships,8189,2024-12-21,Instagram,instagram_paid_feed,opportunity,open deal,true,8,34
675,javier.vargas66@retailtech.mx,Javier,Vargas,Chile,Concepción,Retail,969,58226341,Talent Acquisition Specialist,IC,prequalified,New Business,Outbound,,,Organic,organic_seo,marketing qualified lead,open,false,0,
676,natalia.romero63@alimentacioninc.com,Natalia,Romero,Brasil,São Paulo,Alimentación,523,154168084,Workforce Manager,Manager,won,Upsell,Outbound,24051,2025-01-04,Instagram,instagram_paid_reels,customer,open deal,true,8,10
677,elena.castro29@alimentacionsa.com.ar,Elena,Castro,Perú,Chiclayo,Alimentación,520,176705523,VP of People,C-Level / VP,prequalified,New Business,Outbound,,,Organic,organic_seo,marketing qualified lead,open,false,0,
678,luis.sanchez47@retailsa.com.ar,Luis,Sánchez,España,Valencia,Retail,301,15425740,Payroll Analyst,IC,won,New Business,Partnerships,10673,2025-09-30,Instagram,instagram_paid_feed,customer,open deal,true,4,25
679,camila.gonzalez81@telecomunicacionestech.com,Camila,González,México,Guadalajara,Telecomunicaciones,293,26902506,HR Analyst,IC,approaching,New Business,Outbound,,,Facebook,facebook_paid_retargeting,lead,new,false,0,
680,ricardo.aguilar31@outlook.com,Ricardo,Aguilar,Argentina,Tucumán,Alimentación,909,76824383,Recruiter,IC,champion engaged,New Business,Outbound,12802,,LinkedIn,linkedin_paid_conversion,sales qualified lead,open deal,true,5,17
681,gustavo.medina78@alimentacioninc.cl,Gustavo,Medina,Brasil,São Paulo,Alimentación,790,101923764,CHRO,C-Level / VP,prequalified,New Business,Outbound,,,Google,google_paid_performance_max,marketing qualified lead,open,true,1,41
682,sergio.medina44@outlook.com,Sergio,Medina,Argentina,Rosario,Manufactura,146,14800834,HRIS Specialist,Technical,won,Upsell,Partnerships,6790,2024-07-19,Facebook,facebook_paid_lookalike,customer,open deal,true,2,30
683,hernan.rivera40@logisticatech.co,Hernán,Rivera,Colombia,Barranquilla,Logística,46,4140624,Benefits Coordinator,IC,final negotiation,New Business,Partnerships,11926,2025-12-05,Instagram,instagram_paid_reels,opportunity,open deal,true,6,3
684,andres.fernandez41@finanzassolutions.cl,Andrés,Fernández,Brasil,Porto Alegre,Finanzas,2783,837193786,HR Generalist,IC,champion engaged,New Business,Outbound,40197,,Facebook,facebook_paid_lookalike,sales qualified lead,open deal,false,0,
685,sergio.gomez70@gmail.com,Sergio,Gómez,Perú,Chiclayo,Tecnología,2135,988574027,HR Manager,Manager,discovery,New Business,Enterprise,,,LinkedIn,linkedin_paid_retargeting,marketing qualified lead,in progress,false,0,
686,andres.hernandez81@outlook.com,Andrés,Hernández,Colombia,Cartagena,Alimentación,6621,289252209,Director General,C-Level / VP,champion engaged,New Business,Enterprise,67883,,LinkedIn,linkedin_paid_awareness,sales qualified lead,open deal,false,0,
687,florencia.ruiz94@outlook.com,Florencia,Ruiz,España,Madrid,Construcción,94,7435005,Payroll Manager,Manager,final negotiation,New Business,Inbound,7697,2024-01-06,Facebook,facebook_paid_prospecting,opportunity,open deal,true,5,22
688,diego.herrera67@retailtech.co,Diego,Herrera,Perú,Piura,Retail,468,55405539,Workforce Planning Analyst,Technical,demo,New Business,Inbound,5470,,Instagram,instagram_paid_stories,sales qualified lead,open deal,false,0,
689,elena.lopez81@tecnologiasa.com.ar,Elena,López,México,Puebla,Tecnología,289,69794194,Talent Acquisition Specialist,IC,approaching,New Business,Inbound,,,Google,google_paid_search,lead,new,false,0,
690,martin.vargas72@gmail.com,Martín,Vargas,Argentina,Buenos Aires,Retail,768,155472558,Organizational Development Specialist,Technical,demo,New Business,Outbound,25330,,Google,google_paid_display,sales qualified lead,open deal,false,0,
691,jimena.torres76@manufacturasrl.mx,Jimena,Torres,Perú,Arequipa,Manufactura,91,4189933,CTO,C-Level / VP,prequalified,New Business,Inbound,,,Organic,organic_seo,marketing qualified lead,open,false,0,
692,fernando.perez70@retailsa.com.ar,Fernando,Pérez,Colombia,Barranquilla,Retail,43,1316928,Payroll Manager,Manager,lost,New Business,Partnerships,10036,2024-04-18,Google,google_paid_display,lead,bad timing,true,2,18
693,ricardo.suarez85@outlook.com,Ricardo,Suárez,Brasil,Curitiba,Retail,441,37090107,HR Director,Manager,lost,New Business,Outbound,11334,2025-11-14,Referral,referral_organic,lead,unqualified,true,7,32
694,santiago.rivera58@logisticasrl.co,Santiago,Rivera,Chile,La Serena,Logística,3877,168710434,HR Business Partner,Manager,discovery,New Business,Enterprise,,,Referral,referral_organic,marketing qualified lead,in progress,false,0,
695,jimena.morales98@retailsrl.com,Jimena,Morales,España,Sevilla,Retail,720,68331036,Talent Acquisition Manager,Manager,pilot,New Business,Outbound,11619,2025-12-20,LinkedIn,linkedin_paid_awareness,opportunity,open deal,true,2,1
696,ana.perez19@outlook.com,Ana,Pérez,Argentina,Buenos Aires,Retail,394,41845858,Recruiter,IC,final negotiation,New Business,Partnerships,6803,2025-06-11,Instagram,instagram_paid_reels,opportunity,open deal,true,3,4
697,isabella.fernandez90@retailsolutions.co,Isabella,Fernández,Colombia,Bogotá,Retail,633,124953500,VP of Operations,C-Level / VP,prequalified,New Business,Enterprise,,,Google,google_paid_performance_max,marketing qualified lead,in progress,true,3,22
698,diego.jimenez68@outlook.com,Diego,Jiménez,Brasil,São Paulo,Construcción,130,14785756,Talent Acquisition Specialist,IC,champion engaged,New Business,Inbound,10148,,Organic,organic_seo,sales qualified lead,open deal,false,0,
699,claudia.cabrera93@manufacturasrl.com.ar,Claudia,Cabrera,Brasil,Belo Horizonte,Manufactura,895,63852001,People Manager,Manager,pilot,New Business,Enterprise,30603,2025-07-03,LinkedIn,linkedin_paid_conversion,opportunity,open deal,true,4,39
700,veronica.rivera28@manufacturasrl.co,Verónica,Rivera,México,Monterrey,Manufactura,766,153538482,Payroll Analyst,IC,prequalified,New Business,Enterprise,,,Instagram,instagram_paid_feed,marketing qualified lead,in progress,false,0,
701,carolina.torres92@gmail.com,Carolina,Torres,Argentina,Tucumán,Salud,398,56514637,VP of Human Resources,C-Level / VP,decision maker engaged,New Business,Inbound,32683,2024-06-04,LinkedIn,linkedin_paid_retargeting,sales qualified lead,open deal,true,7,23
702,claudia.navarro37@saludsolutions.co,Claudia,Navarro,Perú,Piura,Salud,3438,252313286,HR Consultant,Technical,discovery,New Business,Enterprise,,,Referral,referral_organic,marketing qualified lead,in progress,false,0,
